Frase,Gabarito (Gold),Claude_sonnet5,respostaGrok4.0Fast,respostasGemini3.1Pro,respostas_gpt5.5_mini
"Güshi Khan aceitou seu papel de protetor e, de 1637 a 1640, ele não apenas derrotou os inimigos de os Gelugpas em as regiões Amdo e Kham, mas também reassentou toda a sua tribo em Amdo.",Güshi Khan → aceitou → seu papel de protetor,"✓ Güshi Khan → aceitou → o papel de protetor
✗ Güshi Khan → derrotou → os inimigos dos Gelugpas
✗ Güshi Khan → derrotou os inimigos dos Gelugpas em → a região Amdo
✗ Güshi Khan → derrotou os inimigos dos Gelugpas em → a região Kham
✗ Güshi Khan → derrotou os inimigos dos Gelugpas entre → 1637 e 1640
✗ Güshi Khan → reassentou → toda a sua tribo
✗ Güshi Khan → reassentou toda a sua tribo em → Amdo","✓✓ Güshi Khan → aceitou → seu papel de protetor
✗ Güshi Khan → derrotou → os inimigos de os Gelugpas em as regiões Amdo e Kham
✗ Güshi Khan → reassentou → toda a sua tribo em Amdo","✓✓ Güshi Khan → aceitou → seu papel de protetor
✗ Güshi Khan → derrotou → os inimigos de os Gelugpas
✗ Güshi Khan → reassentou → toda a tribo de Güshi Khan","✓✓ Güshi Khan → aceitou → seu papel de protetor
✗ Güshi Khan → derrotou → os inimigos de os Gelugpas em as regiões Amdo e Kham
✗ Güshi Khan → reassentou → toda a sua tribo em Amdo"
"Shih-Shan Henry Tsai escreve que o imperador Yongle enviou seu eunuco Yang Sanbao a o Tibete em 1413 para obter uma lealdade de vários príncipes tibetanos, enquanto o imperador Yongle pagou uma pequena fortuna em troca de presentes em troca de tributos, a fim de manter a lealdade de o vassalo vizinho.","o imperador Yongle → enviou → seu eunuco Yang Sanbao a o Tibete
⚠ o imperador Yongle → enviou seu eunuco Yang Sanbao a → o Tibete
o imperador Yongle → pagou → uma pequena fortuna em troca de presentes em troca de tributos","✗ Yang Sanbao → era → o eunuco do imperador Yongle
✗ Shih-Shan Henry Tsai → escreve que → o imperador Yongle enviou Yang Sanbao ao Tibete em 1413 para obter a lealdade de vários príncipes tibetanos
✗ Shih-Shan Henry Tsai → escreve que → o imperador Yongle pagou uma pequena fortuna em troca de presentes em troca de tributos, a fim de manter a lealdade do vassalo vizinho","✓ o imperador Yongle → enviou → seu eunuco Yang Sanbao a o Tibete em 1413
✓ o imperador Yongle → pagou → uma pequena fortuna em troca de presentes",✗ Shih-Shan Henry Tsai → escreve → que o imperador Yongle enviou seu eunuco Yang Sanbao a o Tibete em 1413,"✗ Shih-Shan Henry Tsai → escreve que → o imperador Yongle enviou seu eunuco Yang Sanbao a o Tibete em 1413
✓✓ o imperador Yongle → pagou → uma pequena fortuna em troca de presentes em troca de tributos
✗ o imperador Yongle → pagou → uma pequena fortuna em troca de presentes em troca de tributos a fim de manter a lealdade de o vassalo vizinho"
"A Apple lançou um novo conector dock de 8 pinos, chamado Relâmpago, em 12 de setembro de 2012, com o anúncio de o iPhone 5, de o iPod Touch de quinta geração e de o iPod Nano de a sétima geração, todos com esse recurso.",A Apple → lançou → um novo conector dock de 8 pinos,"✓✓ A Apple → lançou → um novo conector dock de 8 pinos
✗ um novo conector dock de 8 pinos → é chamado → Relâmpago
✗ A Apple → lançou o novo conector dock de 8 pinos em → 12 de setembro de 2012
✗ A Apple → anunciou → o iPhone 5
✗ A Apple → anunciou → o iPod Touch de quinta geração
✗ A Apple → anunciou → o iPod Nano de sétima geração
✗ o iPhone 5 → tinha → o conector Relâmpago
✗ o iPod Touch de quinta geração → tinha → o conector Relâmpago
✗ o iPod Nano de sétima geração → tinha → o conector Relâmpago","✗ A Apple → lançou → um novo conector dock de 8 pinos, chamado Relâmpago, em 12 de setembro de 2012
✗ o iPhone 5 → tem → esse recurso
✗ o iPod Touch de quinta geração → tem → esse recurso
✗ o iPod Nano de a sétima geração → tem → esse recurso","✓✓ A Apple → lançou → um novo conector dock de 8 pinos
✗ um novo conector dock de 8 pinos → é chamado → Relâmpago","✓✓ A Apple → lançou → um novo conector dock de 8 pinos
✗ um novo conector dock de 8 pinos → chamado → Relâmpago
✗ A Apple → lançou → um novo conector dock de 8 pinos em 12 de setembro de 2012
✗ o iPhone 5 → tem → esse recurso
✗ o iPod Touch de quinta geração → tem → esse recurso
✗ o iPod Nano de a sétima geração → tem → esse recurso"
"As versões de seis e sete faixas de a trilha sonora de o jogo foram lançadas em 19 de novembro de 2006, como parte de uma promoção de o Nintendo Power e acompanhadas de réplicas de a Master Sword e de o Hylian Shield.",As versões de seis e sete faixas de a trilha sonora → foram lançadas em → 19 de novembro de 2006,"✓ As versões de seis e sete faixas da trilha sonora do jogo → foram lançadas em → 19 de novembro de 2006
✗ As versões de seis e sete faixas da trilha sonora do jogo → foram lançadas como parte de → uma promoção do Nintendo Power
✗ As versões de seis e sete faixas da trilha sonora do jogo → foram acompanhadas de → réplicas da Master Sword
✗ As versões de seis e sete faixas da trilha sonora do jogo → foram acompanhadas de → réplicas do Hylian Shield","✓ As versões de seis e sete faixas de a trilha sonora de o jogo → foram lançadas em → 19 de novembro de 2006
✗ As versões de seis e sete faixas de a trilha sonora de o jogo → foram lançadas como parte de → uma promoção de o Nintendo Power",✗ As versões de seis e sete faixas de a trilha sonora de o jogo → foram lançadas como → parte de uma promoção de o Nintendo Power,"✓ As versões de seis e sete faixas de a trilha sonora de o jogo → foram lançadas em → 19 de novembro de 2006
✗ As versões de seis e sete faixas de a trilha sonora de o jogo → foram lançadas como parte de → uma promoção de o Nintendo Power
✗ As versões de seis e sete faixas de a trilha sonora de o jogo → foram acompanhadas de → réplicas de a Master Sword
✗ As versões de seis e sete faixas de a trilha sonora de o jogo → foram acompanhadas de → réplicas de o Hylian Shield"
"As versões 3.3 e 3.4 de o Wii Menu impediram a cópia de arquivos salvos explorados em o console até que os métodos de evasão fossem descobertos, e a versão 4.0 de o Wii Menu corrigiu a vulnerabilidade.","As versões 3.3 e 3.4 de o Wii Menu → impediram → a cópia de arquivos salvos explorados
a versão 4.0 de o Wii Menu → corrigiu → a vulnerabilidade","✗ A versão 3.3 do Wii Menu → impediu → a cópia de arquivos salvos explorados no console
✗ A versão 3.4 do Wii Menu → impediu → a cópia de arquivos salvos explorados no console
✓ a versão 4.0 do Wii Menu → corrigiu → a vulnerabilidade","✓ As versões 3.3 e 3.4 de o Wii Menu → impediram → a cópia de arquivos salvos explorados em o console
✓✓ a versão 4.0 de o Wii Menu → corrigiu → a vulnerabilidade","✓ As versões 3.3 e 3.4 de o Wii Menu → impediram → a cópia de arquivos salvos explorados em o console
✓✓ a versão 4.0 de o Wii Menu → corrigiu → a vulnerabilidade","✓ As versões 3.3 e 3.4 de o Wii Menu → impediram → a cópia de arquivos salvos explorados em o console
✓✓ A versão 4.0 de o Wii Menu → corrigiu → a vulnerabilidade"
"Todas as rodovias em Wenchuan, e outras em toda a província, foram danificadas, resultando em atraso em a chegada de as tropas de resgate.",⚠ Todas as rodovias em Wenchuan → foram → danificadas,"✗ Todas as rodovias em Wenchuan → foram danificadas, resultando em → atraso na chegada das tropas de resgate
✗ outras rodovias em toda a província → foram danificadas, resultando em → atraso na chegada das tropas de resgate","✗ Todas as rodovias em Wenchuan → foram danificadas → 
✗ outras em toda a província → foram danificadas → ",✗ Todas as rodovias em Wenchuan → foram danificadas → resultando em atraso em a chegada de as tropas de resgate,"✗ Todas as rodovias em Wenchuan, e outras em toda a província → foram danificadas → 
✗ os danos em Todas as rodovias em Wenchuan, e outras em toda a província → resultaram em atraso em → a chegada de as tropas de resgate"
"O serviço de a China Unicom em Wenchuan e quatro municípios vizinhos foi interrompido, com mais de 700 torres suspensas.",⚠ O serviço de a China Unicom → foi → interrompido,"✗ O serviço da China Unicom em Wenchuan → foi interrompido com → mais de 700 torres suspensas
✗ O serviço da China Unicom em quatro municípios vizinhos → foi interrompido com → mais de 700 torres suspensas",✗ O serviço de a China Unicom em Wenchuan → foi interrompido → ,✗ O serviço de a China Unicom em Wenchuan e quatro municípios vizinhos → foi interrompido → com mais de 700 torres suspensas,"✗ O serviço de a China Unicom → foi interrompido em → Wenchuan e quatro municípios vizinhos
✗ mais de 700 torres → estavam suspensas → "
"Em 2002, o geólogo chinês Chen Xuezhong publicou um estudo de Análise de Risco Sísmico, em o qual concluiu que, a partir de 2003","Chen Xuezhong → publicou → um estudo de Análise de Risco Sísmico
o geólogo chinês Chen Xuezhong → publicou → um estudo de Análise de Risco Sísmico","✗ Chen Xuezhong → é → o geólogo chinês
✓✓ Chen Xuezhong → publicou → um estudo de Análise de Risco Sísmico
✗ Chen Xuezhong → publicou um estudo de Análise de Risco Sísmico em → 2002",✓ o geólogo chinês Chen Xuezhong → publicou → um estudo de Análise de Risco Sísmico em 2002,✓✓ o geólogo chinês Chen Xuezhong → publicou → um estudo de Análise de Risco Sísmico,✓✓ o geólogo chinês Chen Xuezhong → publicou → um estudo de Análise de Risco Sísmico
O governo central estima que mais de 7.000 salas de aula com engenharia inadequada desabaram em o terremoto.,⚠ mais de 7.000 salas de aula com engenharia inadequada → desabaram em → o terremoto,✗ O governo central → estima que → mais de 7.000 salas de aula com engenharia inadequada desabaram no terremoto,✗ O governo central → estima → que mais de 7.000 salas de aula com engenharia inadequada desabaram em o terremoto,✗ O governo central → estima → que mais de 7.000 salas de aula com engenharia inadequada desabaram em o terremoto,✗ O governo central → estima que → mais de 7.000 salas de aula com engenharia inadequada desabaram em o terremoto
"A rota de a tocha por o país foi reduzida e houve um minuto de silêncio quando a próxima etapa começou em a cidade de Ruijin, Jiangxi, em a quarta-feira após o terremoto.",⚠ A rota de a tocha por o país → foi → reduzida,"✗ a próxima etapa → começou em → a cidade de Ruijin, Jiangxi
✗ a próxima etapa → começou em → a quarta-feira após o terremoto",✗ A rota de a tocha por o país → foi reduzida → ,✗ A rota de a tocha por o país → foi reduzida → ,"✗ A rota de a tocha por o país → foi reduzida → 
✗ houve →  → um minuto de silêncio
✗ a próxima etapa → começou em → a cidade de Ruijin, Jiangxi"
"Enquanto isso, um trem de carga que transportava 13 tanques de gasolina descarrilou em Condado de Hui, Gansu, e pegou fogo depois que o trilho foi distorcido.",⚠ um trem de carga → pegou fogo → depois que o trilho foi distorcido,"✗ um trem de carga → transportava → 13 tanques de gasolina
✗ um trem de carga que transportava 13 tanques de gasolina → descarrilou em → Condado de Hui, Gansu
✗ um trem de carga que transportava 13 tanques de gasolina → pegou fogo depois que → o trilho foi distorcido","✗ um trem de carga → descarrilou em → Condado de Hui, Gansu
✗ um trem de carga → pegou fogo → ","✗ um trem de carga → transportava → 13 tanques de gasolina
✗ um trem de carga → descarrilou em → Condado de Hui","✗ um trem de carga → transportava → 13 tanques de gasolina
✗ um trem de carga → descarrilou em → Condado de Hui, Gansu
✗ um trem de carga → pegou fogo → 
✗ o trilho → foi distorcido → "
Os Estados Unidos compartilharam algumas de suas imagens de satélite de as áreas atingidas por o terremoto com as Autoridades chinesas.,Os Estados Unidos → compartilharam → algumas de suas imagens de satélite,"✗ Os Estados Unidos → compartilharam → algumas de suas imagens de satélite das áreas atingidas pelo terremoto
✗ Os Estados Unidos → compartilharam imagens de satélite das áreas atingidas pelo terremoto com → as Autoridades chinesas",✗ Os Estados Unidos → compartilharam → algumas de suas imagens de satélite de as áreas atingidas por o terremoto com as Autoridades chinesas,"✗ Os Estados Unidos → compartilharam com → as Autoridades chinesas
✓ Os Estados Unidos → compartilharam → algumas de imagens de satélite de os Estados Unidos","✗ Os Estados Unidos → compartilharam → algumas de suas imagens de satélite de as áreas atingidas por o terremoto
✗ Os Estados Unidos → compartilharam com → as Autoridades chinesas"
"Nova York - freqüentemente chamada Cidade de Nova York ou Cidade de Nova York para distingui-la de o Estado de Nova York, de o qual faz parte - é a cidade mais populosa de os Estados Unidos e o centro de a área metropolitana de Nova York, o principal portal de imigração legal para os Estados Unidos e uma de as aglomerações urbanas mais populosas de o mundo.",Nova York → é → a cidade mais populosa de os Estados Unidos,"✗ Nova York → é frequentemente chamada → Cidade de Nova York
✗ Nova York → faz parte de → o Estado de Nova York
✓ Nova York → é → a cidade mais populosa dos Estados Unidos
✗ Nova York → é → o centro da área metropolitana de Nova York
✗ Nova York → é → o principal portal de imigração legal para os Estados Unidos
✗ Nova York → é → uma das aglomerações urbanas mais populosas do mundo","✗ Nova York → é frequentemente chamada → Cidade de Nova York
✓✓ Nova York → é → a cidade mais populosa de os Estados Unidos
✗ Nova York → é → o centro de a área metropolitana de Nova York
✗ Nova York → é → o principal portal de imigração legal para os Estados Unidos","✗ Nova York → é freqüentemente chamada → Cidade de Nova York
✓✓ Nova York → é → a cidade mais populosa de os Estados Unidos","✗ Nova York → é frequentemente chamada de → Cidade de Nova York
✗ Nova York → é frequentemente chamada de → Cidade de Nova York para distingui-la de o Estado de Nova York
✗ Nova York → faz parte de → o Estado de Nova York
✓✓ Nova York → é → a cidade mais populosa de os Estados Unidos
✗ Nova York → é → o centro de a área metropolitana de Nova York
✗ Nova York → é → o principal portal de imigração legal para os Estados Unidos
✗ Nova York → é → uma de as aglomerações urbanas mais populosas de o mundo"
